inputs ClimbRate, Sgz, P, Q, CurPitch, CurRoll, AbsRoll, DiffClb, DiffRollRate, DiffDiffClb, SeTime1, SeTime2, SeTime3, SeTime4, SeTime5, SeTime6, SeTime7, SeTime8, SeTime9, SeTime10, SeTime11, SeTime12, SeTime13, SeTime14, DiffSeTime1, DiffSeTime2, DiffSeTime3, DiffSeTime4, DiffSeTime5, DiffSeTime6, DiffSeTime7, DiffSeTime8, DiffSeTime9, DiffSeTime10, DiffSeTime11, DiffSeTime12, DiffSeTime13, DiffSeTime14, Alpha, Se, Goal
187,-38,0.01,0.15,0.65,1.9,-12,-8,-0.018,-0.8,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.03,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.8,0.03,-0.0013
-30,3,-0.05,0.07,0.56,-0.6,-11,-4,-0.002,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-6.00E-04
-72,7,-0.19,0.12,0.63,1.6,-14,-4,-0.026,0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.001
162,-24,0.21,0.06,0.39,1.4,-10,-4,-0.006,-0.1,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.001
-216,-12,0.83,0.25,1,-0.2,-18,-7,0.002,-1.5,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028,-0.0017
286,32,0.31,0.32,0.37,0.3,-12,-28,-0.013,-1.5,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,-0.001
153,-6,0.16,0.28,0.75,-1.1,-14,-18,0.006,-0.4,0.032,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.033,-0.001
-231,-31,-0.51,-0.14,0.68,0.7,-9,14,-0.016,2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,-0.001,0,0,0,0.001,0,0,0,0,0,0.5,0.017,-7.00E-04
26,-3,-0.21,0.05,0.52,0.5,-11,-2,-0.005,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-5.00E-04
-29,11,-0.04,0.11,0.55,-0.3,-6,-12,-0.005,-0.1,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-4.00E-04
-147,22,-0.49,0.31,0.93,0.7,-20,-4,-0.013,-1.1,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,-0.0014
-115,-68,-0.55,-0.14,0.97,1.2,-14,23,-0.034,-0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.03,-0.0013
-107,-68,0.38,-0.03,0.59,-0.8,-9,5,0.011,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-5.00E-04
-101,-13,0.32,0.1,0.59,0.4,-9,-9,-0.004,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-8.00E-04
62,7,0.29,-0.11,0.39,-0.5,-6,13,0.005,-0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0.016,0.015,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0.4,0.015,-5.00E-04
-17,-52,-0.08,0.04,0.6,0.4,-13,3,-0.004,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-9.00E-04
531,-8,0.25,0.38,0.09,-0.5,-10,-6,0.008,-5.8,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-0.001
-41,16,0.31,0.04,0.56,0.6,-5,-4,-0.003,-0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-4.00E-04
-88,-45,0.14,-0.11,0.63,1.1,-10,-12,-0.018,2.7,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.018,0,0,0,0,0,0,0,0,0,0,0,0,-0.003,0,0.6,0.018,-0.001
342,-28,0.25,-0.22,0.11,-1.7,-9,26,0.017,0.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.015,0.015,0.014,0,0,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0.4,0.014,-4.00E-04
339,-19,0.04,0,0.18,0.2,-9,0,-0.002,0.3,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.00E-04
-37,-19,-0.27,0.05,0.55,0.4,-9,-4,-0.011,-0.1,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.00E-04
15,-2,0.13,0.05,0.92,1.5,-18,6,-0.016,0.5,0.033,0.033,0.033,0.032,0.032,0.032,0.032,0.032,0.032,0.033,0.033,0.033,0.033,0.033,0,0,0.001,0,0,0,0,0,-0.002,0,0,0,0,0,1,0.033,-0.0018
-12,-33,-0.04,-0.02,0.88,0.5,-13,-7,-0.01,1.5,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.029,-0.0011
204,-27,0.24,-0.05,0.28,-0.7,-19,20,0.019,-0.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-0.0013
-418,8,-0.19,0.19,1.1,1.7,-17,-6,-0.02,-0.1,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.024,0.024,0.025,0,0,0,0,-0.002,0,0,0,0,0,-0.002,0,-0.002,0,0.7,0.025,-8.00E-04
498,-8,-0.31,0.07,0.08,-0.7,-14,0,0.016,0.3,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-6.00E-04
377,-14,0.34,0.1,0.17,-0.7,-19,6,0.013,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.001
517,2,0.61,0.28,0.1,-0.1,-7,-10,0.003,-2.9,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-7.00E-04
-128,-3,-0.12,0.33,0.98,1.2,-18,-17,-0.014,-0.2,0.029,0.029,0.029,0.03,0.03,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,-0.002,0,-0.002,0,0,0,0,0,0,0,0,0,0.9,0.031,-0.0016
-227,-17,0.31,0.16,0.76,0.4,-19,1,-0.009,-0.4,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.6,0.02,-0.0015
-97,-5,0.65,0.03,0.64,-0.3,-16,-2,-0.006,2.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.0014
169,-63,-0.05,0.01,0.44,-0.6,-19,18,0.029,-0.6,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-7.00E-04
-196,-26,0.04,0.26,0.76,-0.6,-16,-18,-0.025,-0.1,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.001,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0.6,0.021,-9.00E-04
-282,-34,-0.4,0,0.76,0.3,-10,-5,-0.02,1.6,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.018,0.018,0.018,0.018,0.018,-0.001,0,0,0,-0.001,0,-0.002,0,-0.002,0,0,0,0,0,0.5,0.018,-5.00E-04
269,2,-0.04,0.3,0.39,1.1,-6,-23,-0.008,-2.5,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,-5.00E-04
33,-2,0.49,0.14,0.52,1.2,-9,-11,-0.03,-0.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.5,0.02,-0.0012
-562,-9,0.01,-0.08,1.02,-0.8,-8,4,0.001,3.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-5.00E-04
-448,-16,-0.63,0.17,0.98,0.9,-14,-8,-0.024,-1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.6,0.02,-0.001
-288,-9,-0.11,0,0.75,0.5,-12,11,-0.001,-1.1,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0,0,0,0,0.001,0,0,0,0,0,0.001,0,-0.001,0,0.5,0.017,-6.00E-04
130,-27,-0.41,-0.04,0.4,-0.9,-14,11,0.007,0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-8.00E-04
31,-24,-0.15,0.1,0.61,0.1,-20,10,0.009,0,0.025,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,-0.0014
-61,-1,0.13,0.14,0.98,-1.2,-14,-5,0.01,-0.2,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.033,-0.0012
-82,-44,-0.45,-0.11,0.5,-0.2,-7,15,0.007,-0.9,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0,0,0.4,0.014,-7.00E-04
167,-14,0.23,-0.08,0.34,-0.5,-6,9,0.008,0,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-5.00E-04
478,-53,-0.12,0.23,0.15,2,-16,-15,-0.045,0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.0014
-68,-19,-0.24,0.13,0.83,0.4,-19,3,-0.004,-0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,-0.0014
6,-43,0.42,0.06,0.68,0.4,-13,1,0.012,-0.2,0.024,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.024,0.024,0.024,0.024,0.024,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-0.0011
-20,-17,-0.11,0.01,0.51,0.6,-6,0,0.004,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-5.00E-04
-630,22,-0.24,0.05,1.07,1.5,-4,-6,-0.01,0,0.015,0.015,0.015,0.015,0.015,0.016,0.016,0.017,0.017,0.018,0.018,0.018,0.018,0.018,-0.001,0,0,0,-0.002,0,-0.002,0,-0.002,0,0,0,0,0,0.5,0.018,-3.00E-04
277,-7,0.05,-0.09,0.21,-0.6,-8,4,0.009,2,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-7.00E-04
611,-33,0.16,0.24,0.05,0.4,-19,3,0.009,-2.9,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,-0.0015
-40,-29,-0.55,0.01,0.62,-0.1,-11,9,0.003,-1.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.001,0,0.6,0.02,-3.00E-04
267,-15,-0.18,0.16,0.36,0.9,-19,-3,0.002,0.4,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-0.0017
-214,-26,-0.26,0.02,0.67,-0.4,-7,-2,-0.008,0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-4.00E-04
-313,2,0.19,-0.04,0.79,1.1,-11,5,-0.016,2.8,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-9.00E-04
155,-15,-0.03,0.18,0.48,0,-12,-13,-0.025,-0.5,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-0.0012
-92,-7,0.26,-0.11,0.67,1,-6,10,-0.016,0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-6.00E-04
87,-91,-0.49,-0.11,0.8,0,-16,22,-0.009,0,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032,-0.0015
85,-14,0.61,0,0.42,0.6,-8,4,0.006,-0.8,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.00E-04
47,39,0.13,0.07,0.68,0.3,-19,-3,-0.022,1.7,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026,-0.0017
-58,-59,0.56,0.19,0.65,0.6,-9,-21,-0.018,0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,-0.002,0,-0.002,0,0,0,0,0,0.6,0.022,-0.0013
-405,-7,-0.41,0.07,0.91,-0.4,-13,-2,0.007,0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,-0.002,0,-0.001,0,0.5,0.019,-5.00E-04
196,-9,0.03,-0.05,0.32,0.2,-7,6,0.005,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-5.00E-04
85,-5,-0.12,0.23,0.45,-0.2,-9,3,0.008,-4.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,-6.00E-04
-158,-49,0.09,0.01,0.65,-1.5,-13,6,0.014,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-9.00E-04
-340,-24,-0.57,0.05,0.83,1,-8,-4,-0.017,0.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.018,0.018,0.018,-0.001,0,0,0,0,0,0,0,0,0,-0.003,0,0,0,0.5,0.018,-4.00E-04
-2,8,-0.3,0.06,0.58,-1.4,-9,-4,0.013,-0.2,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-4.00E-04
-235,4,0.4,-0.03,0.69,1.3,-5,9,-0.009,-2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-6.00E-04
4,2,-0.14,0.18,0.6,0.8,-18,-5,0.002,-0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-0.0013
370,-45,0.06,0.21,0.2,2.3,-4,-2,-0.019,-6.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-6.00E-04
-9,-21,-0.17,0.06,0.62,-0.8,-8,-6,0.011,0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0.6,0.021,-3.00E-04
-491,-35,0.36,-0.21,1.11,-0.7,-11,22,0.011,0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,-0.001,0,0,0,0,0,0,0,0.6,0.021,-7.00E-04
168,16,-0.3,-0.07,0.35,-0.5,-8,7,0.01,0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.018,0.018,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0,0,0.5,0.017,-4.00E-04
-82,-37,-0.09,0.09,0.63,1.3,-10,-7,-0.019,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.017,0.02,0.02,0.02,0,0,0,0,-0.002,0,0.001,0,0,0,-0.003,0,-0.001,0,0.6,0.02,-0.0012
-16,-44,0.16,0,0.47,0.9,-6,11,-0.033,-2.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.016,-6.00E-04
-312,-45,-0.13,-0.03,0.94,1.7,-14,15,0.004,-0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.6,0.023,-0.0013
196,6,-0.04,0.16,0.38,0.8,-13,-4,-0.029,-3.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.6,0.019,-0.0015
134,-10,-0.22,0.03,0.41,-0.6,-13,3,-0.012,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-9.00E-04
-63,-41,0.06,-0.24,0.46,-1.3,-7,18,0.014,1,0.015,0.014,0.014,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.4,0.013,-4.00E-04
-119,-5,-0.37,0.14,0.63,0.5,-12,4,-0.009,-0.9,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0.5,0.02,-8.00E-04
-11,-14,-0.1,0.04,0.67,0.6,-5,-7,-0.011,0.5,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,-0.002,0,0,0,0,0,0,0,0,0,0.7,0.023,-8.00E-04
-390,-5,0.33,0.08,1.37,-2.6,-10,-3,0.018,-0.2,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.032,0.032,0.033,0,0,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0.9,0.033,-8.00E-04
-199,-19,-0.08,-0.24,0.62,0.9,-8,14,0.006,4.5,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.015,-6.00E-04
14,-14,-0.47,-0.01,0.48,-1.1,-12,7,0,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.5,0.017,-7.00E-04
626,24,0.11,0.06,-0.04,0.5,-12,-5,0.001,0.3,0.022,0.022,0.022,0.021,0.021,0.021,0.021,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0,0,0.001,0,0,0,0.001,0,0.001,0,0,0,0,0,0.5,0.019,-0.001
392,-37,-0.29,0.04,0.16,0.9,-10,3,-0.015,-1.8,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.001
92,-35,-0.02,0.04,0.43,-1.6,-8,-3,0.016,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-5.00E-04
-152,16,-0.44,0.02,0.91,-0.3,-16,1,0.007,1.7,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,-0.001
-4,-30,0.25,0.14,0.99,-0.9,-15,-6,-0.011,0.5,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035,-0.001
155,-15,0.54,0.11,0.43,0.2,-10,-2,-0.015,-1.4,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-0.0011
23,-13,-0.2,-0.11,0.43,-0.7,-8,14,0.003,0,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-5.00E-04
-120,-33,-0.41,-0.13,0.57,0.7,-5,14,-0.013,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.017,0.017,0.016,0.016,0.016,0.016,0.016,-0.001,0,0,0,0,0,0.002,0,0.001,0,0,0,0,0,0.5,0.016,-5.00E-04
109,-46,0.49,0.06,0.42,0.4,-13,-2,-0.005,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.0013
421,26,0.43,0,0.14,0.1,-8,4,0.004,-0.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-6.00E-04
-292,4,-0.15,0.09,0.82,-0.5,-11,-5,0.008,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-6.00E-04
602,-14,0.36,0.2,0.02,0.9,-15,5,0.002,-2.2,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.6,0.022,-0.0013
-9,27,0.19,0.26,0.63,0.6,-11,-24,-0.009,0,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,-0.001
23,-26,-0.05,0.24,1.99,-0.6,-14,-7,0.005,-0.2,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.073,-0.0022
